time,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120821:0200,18.11,94.15,0,0,0,364.8,0.97,42,101809
20120821:0300,17.62,95.6,0,0,0,352.4,0.97,9,101789
20120821:0400,17.49,96.55,0,0,0,351.2,0.9,36,101739
20120821:0500,17.32,97.5,12,0,12,359,0.9,56,101729
20120821:0600,18.51,94.8,56,0,56,367.6,0.34,41,101719
20120821:0700,19.16,87.3,199,87.33,166,384.6,0.48,304,101709
20120821:0800,20.38,81.9,231,30.81,215,378.6,0.34,266,101659
20120821:0900,21.94,75.75,381,119.45,305,368.8,0.62,223,101629
20120821:1000,22.98,71.95,669,634.09,212,385.6,1.03,235,101599
20120821:1100,24.05,66.9,701,588.04,250,386.8,1.66,246,101549
20120821:1200,24.96,61.85,633,397.77,326,383,2.07,257,101519
20120821:1300,25.51,57.8,564,311.58,335,389.85,2.55,267,101469
20120821:1400,25.47,55.3,523,365.76,282,393.85,2.97,277,101439
20120821:1500,25.38,53.4,508,665.05,143,388.4,3.17,286,101389
20120821:1600,24.8,53.65,234,111.58,188,379.8,3.17,293,101350
20120821:1700,23.8,56.9,59,0,59,384.2,3.17,303,101310
20120821:1800,22.47,62.05,60,275.72,33,378.4,2.9,308,101310
20120821:1900,20.63,67.55,0,0,0,353.6,2.21,305,101340
20120821:2000,19.8,70,0,0,0,364.2,2,290,101370
20120821:2100,19.25,69.65,0,0,0,369,2.48,275,101409
20120821:2200,18.51,69.4,0,0,0,360.2,2.9,266,101399
20120821:2300,17.49,73,0,0,0,339.2,3.1,259,101409
20120822:0000,16.39,79.45,0,0,0,319.4,3.31,254,101399
20120822:0100,15.63,85.4,0,0,0,312.85,3.52,253,101399
20120822:0200,15.17,89.15,0,0,0,311.6,3.59,252,101429
20120822:0300,14.91,91.3,0,0,0,312.6,3.52,249,101429
20120822:0400,14.9,91.95,0,0,0,324.8,3.59,247,101469
20120822:0500,15.09,90.95,17,17.5,16,336.8,3.66,247,101509
20120822:0600,15.51,88.55,143,266.21,85,326,3.31,245,101559
20120822:0700,16.77,82.6,265,291.19,156,337,4.28,251,101589
20120822:0800,17.76,72,399,362.5,212,323.6,4.34,251,101629
20120822:0900,18.7,62.8,379,120.1,303,331.6,4.48,254,101669
20120822:1000,19.59,57,484,189.62,348,344.6,4.55,258,101679
20120822:1100,20.49,51.35,418,72.05,363,336,4.83,261,101689
20120822:1200,21.25,47.3,550,234.37,370,352.4,4.83,264,101679
20120822:1300,21.71,44.85,584,362.55,319,353.6,4.76,265,101659
20120822:1400,21.91,43.5,469,247.47,307,355.6,4.76,261,101629
20120822:1500,21.9,42.75,393,270.08,246,362.8,4.83,261,101609
20120822:1600,21.49,44.05,316,385.35,159,337.4,4.83,265,101589
20120822:1700,20.65,48.4,129,90.77,106,335.4,4.28,270,101569
20120822:1800,19.61,53.7,37,53.96,32,334.4,3.45,267,101579
20120822:1900,18.34,60.85,0,0,0,324,3.1,261,101609
20120822:2000,17.1,67.1,0,0,0,314.2,2.97,257,101649
20120822:2100,16.05,71.95,0,0,0,308.2,3.03,250,101659
20120822:2200,15.2,75.55,0,0,0,304,3.03,246,101669
20120822:2300,14.5,79.1,0,0,0,302.4,2.9,242,101659
20120823:0000,13.9,83.15,0,0,0,303,2.62,235,101599
20120823:0100,13.4,87.3,0,0,0,302.2,2.62,231,101579
20120823:0200,13.03,90.8,0,0,0,304,2.48,227,101529
20120823:0300,12.76,92.9,0,0,0,307.4,2.41,226,101499
20120823:0400,12.54,94.4,0,0,0,304.4,2.28,225,101479
20120823:0500,12.28,95.55,18,56.34,15,302.6,2.14,218,101479
20120823:0600,12.88,94.6,150,345.53,76,304.6,1.93,215,101499
20120823:0700,15.1,89.7,312,539.43,112,364.4,2.62,230,101499
20120823:0800,16.1,83,465,642.12,136,369.8,2.34,219,101509
20120823:0900,17.37,74.1,570,602.23,191,376,2.62,211,101479
20120823:1000,18.48,66.25,533,284.44,330,362.6,2.76,213,101469
20120823:1100,19.65,58.1,610,367.27,331,353.8,2.48,219,101409
20120823:1200,20.49,52.2,567,269.58,361,350,2.07,222,101370
20120823:1300,21.05,48.05,403,77.05,347,345.6,1.72,229,101320
20120823:1400,21.47,45.4,539,429.06,260,354.4,1.45,234,101250
20120823:1500,21.67,43.55,440,426.21,210,348.8,1.31,231,101180
20120823:1600,21.63,42.75,317,407.43,153,344.4,1.17,241,101080
20120823:1700,21.34,42.9,170,290.03,98,334,0.62,278,101030
20120823:1800,20.5,48.8,51,229.02,31,324.8,0.97,8,100980
20120823:1900,19.16,55.85,0,0,0,331.6,2.21,15,100940
20120823:2000,18.05,62.7,0,0,0,350.4,2.21,23,100950
20120823:2100,17.26,69.65,0,0,0,353.4,2.41,33,100950
20120823:2200,16.63,74.95,0,0,0,347,2.55,43,100840
20120823:2300,16.17,78.55,0,0,0,343.8,2.41,51,100811
20120824:0000,15.8,81.2,0,0,0,346.2,2.21,43,100771
20120824:0100,15.61,82.8,0,0,0,352.25,2.07,48,100721
20120824:0200,15.21,85,0,0,0,343.8,1.86,61,100631
20120824:0300,14.47,89.05,0,0,0,329.2,1.52,69,100551
20120824:0400,13.94,90.7,0,0,0,324.4,1.03,88,100521
20120824:0500,14.57,86.95,18,81.1,14,307.8,0.34,193,100541
20120824:0600,14.25,89.6,145,323.14,77,319,0.76,248,100551
20120824:0700,16.4,83.15,111,2.72,110,335.2,1.38,235,100541
20120824:0800,17.5,77.2,250,53.06,223,361.4,1.45,238,100531
20120824:0900,19.05,69.85,535,490.57,228,351,1.93,265,100541
20120824:1000,20.68,60.7,593,432.35,286,333.6,2.07,275,100541
20120824:1100,21.67,53.15,718,673.35,209,348.4,1.79,259,100541
20120824:1200,22.27,48.75,512,182.84,373,355,1.66,231,100501
20120824:1300,22.5,48.15,460,146.68,354,360.6,1.79,202,100431
20120824:1400,22.6,48.85,430,182.71,312,368.8,2.28,196,100381
20120824:1500,22.04,52.05,144,0,144,384,2.62,205,100331
20120824:1600,21.51,56.75,48,0,48,389.6,2,206,100311
20120824:1700,21.25,60.25,93,20.57,88,384.8,1.59,179,100291
20120824:1800,20.76,62.85,17,0,17,382,2.14,170,100271
20120824:1900,18.05,79.5,0,0,0,377.2,3.59,209,100262
20120824:2000,16.91,81.7,0,0,0,368.4,3.45,202,100291
20120824:2100,16.13,84.3,0,0,0,361.4,3.24,201,100291
20120824:2200,15.52,87.1,0,0,0,340.8,3.17,194,100281
20120824:2300,15.41,88.05,0,0,0,338.4,3.52,191,100281
20120825:0000,15.6,88.35,0,0,0,348.4,4.07,197,100232
20120825:0100,15.82,90.3,0,0,0,371.65,4.28,201,100182
20120825:0200,16.03,90.85,0,0,0,384.6,3.93,193,100162
20120825:0300,16.29,90.15,0,0,0,377.6,4.07,194,100142
20120825:0400,16.3,90.3,0,0,0,362,4.14,206,100122
20120825:0500,15.92,90.7,9,0,9,341.8,4.14,215,100132
20120825:0600,16.09,89.75,102,91.93,83,356.4,4.28,218,100152
20120825:0700,16.95,85.7,96,0,96,338.6,4.48,211,100172
20120825:0800,17.83,80.75,164,1.98,163,356.4,5.52,211,100202
20120825:0900,18.9,76.2,178,0,178,355.6,5.79,212,100202
20120825:1000,19.72,71.05,264,7.08,259,351.4,6.07,217,100242
20120825:1100,20.25,65.35,132,0,132,360.6,6.62,224,100252
20120825:1200,20.8,59.55,560,268.44,357,351.2,7.03,227,100291
20120825:1300,21.15,56.75,357,44.54,325,371.4,7.52,229,100281
20120825:1400,21.11,55.7,264,15.59,254,364.4,7.79,231,100291
20120825:1500,20.73,55.95,150,0,150,371.4,7.66,233,100311
20120825:1600,20.34,57.15,181,43.31,164,363.6,6.55,233,100301
20120825:1700,19.88,59.2,184,450.02,77,350.6,6,231,100291
20120825:1800,19.53,59.3,26,26.15,24,362.8,5.79,228,100301
20120825:1900,18.6,60.6,0,0,0,339.2,5.17,228,100321
20120825:2000,18.25,59.55,0,0,0,347.2,5.17,224,100341
20120825:2100,17.77,60.25,0,0,0,338,5.52,220,100351
20120825:2200,17.12,64,0,0,0,341,5.93,219,100321
20120825:2300,15.85,75.25,0,0,0,349.2,5.66,220,100341
20120826:0000,15.6,82.05,0,0,0,364.2,5.66,224,100371
20120826:0100,15.77,84.5,0,0,0,382.85,6.34,239,100421
20120826:0200,15.16,87.65,0,0,0,380.8,6.76,249,100461
20120826:0300,15.09,84.95,0,0,0,380.4,6.28,253,100541
20120826:0400,14.77,86.55,0,0,0,372.6,6.14,254,100591
20120826:0500,14.77,84.3,7,0,7,367,6,255,100661
20120826:0600,14.86,85.15,14,0,14,367,5.93,256,100731
20120826:0700,14.99,89.1,132,11.11,128,380.6,6,264,100850
20120826:0800,15.53,88.75,239,43.85,217,382,5.52,265,100940
20120826:0900,16.09,84.75,98,0,98,385,5.79,274,101060
20120826:1000,15.77,85.55,139,0,139,362.8,5.45,277,101170
20120826:1100,16.8,86.3,230,0,230,368.6,5.17,273,101270
20120826:1200,17.95,82.05,518,199.42,368,367,5.31,277,101360
20120826:1300,18.94,75.9,253,4.2,250,370.8,5.31,282,101419
20120826:1400,18.94,73.75,510,380.05,268,381.4,5.17,285,101459
20120826:1500,17.2,76.7,380,274.12,236,365,5.45,292,101539
20120826:1600,17.71,74.1,173,36.14,159,356.6,4.07,298,101589
20120826:1700,17.67,72.5,187,511.98,68,339.8,3.59,298,101609
20120826:1800,17,73.95,33,112.76,25,335.6,2.48,297,101669
20120826:1900,16.69,74.8,0,0,0,350.8,1.59,295,101709
20120826:2000,15.8,84.4,0,0,0,344.4,0.9,268,101779
20120826:2100,14.75,85.85,0,0,0,336.8,1.31,204,101799
20120826:2200,14.08,85.75,0,0,0,332.8,1.93,203,101829
20120826:2300,13.82,84,0,0,0,328.4,2.21,214,101839
20120827:0000,13.46,84.15,0,0,0,323.6,2.28,217,101829
20120827:0100,12.84,87.05,0,0,0,311.45,2.21,211,101859
20120827:0200,12.44,89.55,0,0,0,312,2.34,204,101829
20120827:0300,11.99,91.55,0,0,0,301.4,2.28,201,101799
20120827:0400,11.52,92.9,0,0,0,293.4,2.21,196,101799
20120827:0500,11.1,93.75,0,0,0,291.4,2.21,189,101809
20120827:0600,11.54,93.25,148,431.91,62,290.8,1.86,187,101809
20120827:0700,14.11,88.6,302,561.45,102,303,1.86,178,101809
20120827:0800,16.39,77.15,460,684.65,119,306.2,2.07,174,101799
20120827:0900,18.44,65.05,587,721.98,143,328.8,2.48,169,101739
20120827:1000,20.32,58.15,687,773.98,146,335.4,3.17,166,101689
20120827:1100,21.67,54.3,729,748.28,172,334,3.79,174,101619
20120827:1200,22.77,46.6,491,164.43,368,348.2,5.1,188,101529
20120827:1300,23.02,43.15,363,52.13,326,368,5.03,191,101459
20120827:1400,22.96,43.3,407,159.78,306,384.8,4.28,186,101399
20120827:1500,22.64,45.75,453,539.97,172,368,4.21,178,101340
20120827:1600,22.13,51.4,324,536.33,119,377,3.72,162,101270
20120827:1700,21.89,53.1,171,414.05,77,366,3.52,153,101190
20120827:1800,21.17,53.55,34,168.3,23,348.6,3.59,153,101160
20120827:1900,19.77,58.65,0,0,0,338.4,3.38,144,101150
20120827:2000,19.19,58.5,0,0,0,338,3.59,149,101130
20120827:2100,18.69,57.85,0,0,0,331.8,3.66,160,101110
20120827:2200,18.56,55.95,0,0,0,342,3.72,171,101080
20120827:2300,18.54,54.85,0,0,0,358,3.45,185,101090
20120828:0000,18.26,55.95,0,0,0,364.8,2.9,172,100990
20120828:0100,18.05,56.8,0,0,0,366.45,2.9,163,100950
20120828:0200,17.54,58.65,0,0,0,347.2,3.03,162,100870
20120828:0300,17.03,62.6,0,0,0,347.8,3.17,175,100880
20120828:0400,16.72,65.95,0,0,0,352,3.31,187,100870
20120828:0500,16.54,67.55,0,0,0,357.2,3.17,196,100920
20120828:0600,16.55,68.75,46,0,46,355.8,3.17,206,101010
20120828:0700,17.72,71.65,134,17.02,128,365,2.83,218,101040
20120828:0800,18.77,68.95,148,0,148,367.2,3.31,222,101100
20120828:0900,19.32,70.7,197,1.64,196,373,3.72,227,101170
20120828:1000,20.19,70.6,325,31.65,303,381.4,4.62,236,101250
20120828:1100,20.77,69.1,551,274.17,348,374,5.31,245,101300
20120828:1200,21.51,66.1,589,348.18,330,362.6,5.45,253,101380
20120828:1300,21.77,63.15,616,506.15,259,352.4,5.17,259,101429
20120828:1400,21.81,61,527,454.25,242,358.8,4.55,265,101429
20120828:1500,21.98,59.35,387,318.19,223,346.4,3.93,268,101409
20120828:1600,21.74,59.5,243,196.29,169,338.4,3.24,269,101439
20120828:1700,21.29,59.9,171,446.84,72,348.6,2.76,269,101459
20120828:1800,20.28,62.85,24,66.98,20,345.2,2.21,268,101499
20120828:1900,18.99,64.35,0,0,0,332.8,2,267,101559
20120828:2000,17.45,72.7,0,0,0,321.6,1.66,260,101579
20120828:2100,16.01,80.45,0,0,0,319,1.38,239,101589
20120828:2200,15.16,82.6,0,0,0,320,1.31,210,101569
20120828:2300,13.99,86.9,0,0,0,319,1.66,182,101569
20120829:0000,13.33,89.25,0,0,0,323.8,1.72,164,101539
20120829:0100,13.17,90.3,0,0,0,333.25,1.79,154,101529
20120829:0200,13.01,90.35,0,0,0,328,1.86,146,101499
20120829:0300,12.76,90.2,0,0,0,321.6,1.93,138,101469
20120829:0400,12.57,90.15,0,0,0,317.8,2.14,132,101439
20120829:0500,12.66,89.55,0,0,0,317.8,2.34,133,101419
20120829:0600,13.65,87.9,105,146.25,77,313.2,2.34,141,101399
20120829:0700,16.4,83.45,290,524.69,107,332.8,2.55,168,101370
20120829:0800,18.54,74.75,450,668.44,122,334,3.17,192,101360
20120829:0900,20.24,65.45,530,528.36,209,336.2,3.79,207,101340
20120829:1000,21.42,57.75,651,665.37,191,329.8,4.28,210,101340
20120829:1100,22.37,47.95,708,703.42,190,333.8,4.76,212,101280
20120829:1200,22.93,42.8,712,705.75,190,336.8,5.03,216,101260
20120829:1300,23.28,40.95,612,505.12,258,334.2,5.1,217,101210
20120829:1400,23.58,39.25,517,433.65,247,339,5.38,220,101180
20120829:1500,23.59,38.05,351,225.33,236,346.6,5.38,225,101200
20120829:1600,23.21,39.25,176,51.12,157,357.6,4.55,230,101180
20120829:1700,22.44,44.4,131,189.79,90,356.8,3.03,244,101160
20120829:1800,21.08,50.7,12,0,12,356.6,1.93,263,101210
20120829:1900,18.95,64.2,0,0,0,352.6,2.97,281,101280
20120829:2000,17.97,69.6,0,0,0,355.4,2.48,272,101320
20120829:2100,17.3,72.85,0,0,0,359.4,2.21,248,101320
20120829:2200,16.9,74.45,0,0,0,364.4,2.28,227,101370
20120829:2300,16.69,75,0,0,0,366.6,2.48,218,101389
20120830:0000,16.26,76.9,0,0,0,351.8,2.62,220,101370
20120830:0100,15.97,78.5,0,0,0,352.05,2.69,226,101340
20120830:0200,15.57,80.95,0,0,0,342.8,2.62,230,101330
20120830:0300,15.2,83.25,0,0,0,338.4,2.48,226,101360
20120830:0400,14.8,85.45,0,0,0,332.8,2.48,218,101350
20120830:0500,14.35,87.75,0,0,0,325.4,2.41,212,101350
20120830:0600,14.49,87.25,136,405.13,60,317.4,2.55,209,101340
20120830:0700,15.46,86.6,293,562.29,99,334.6,3.31,205,101350
20120830:0800,16.49,77.55,449,679.73,118,330.2,4.48,213,101350
20120830:0900,17.55,67.85,575,717.17,142,322.6,4.83,217,101360
20120830:1000,18.43,62.45,106,0,106,337.2,5.03,223,101350
20120830:1100,18.76,62.15,457,132.45,360,353.6,4.55,222,101340
20120830:1200,19.58,60.85,333,24.48,315,358.8,4.41,220,101340
20120830:1300,20.19,59.2,223,1.44,222,343.6,4.48,222,101310
20120830:1400,19.88,59.95,356,98.74,295,345.8,4.83,232,101370
20120830:1500,19.63,60.5,413,435.43,193,342.2,4.9,236,101330
20120830:1600,17.72,66.7,258,278.46,156,356.8,4.55,242,101340
20120830:1700,17.34,70.05,111,109.29,88,338,3.66,252,101419
20120830:1800,16.43,74,16,41.43,14,356.6,3.38,255,101439
20120830:1900,14.93,84.1,0,0,0,359.4,3.52,272,101479
20120830:2000,14.38,86.2,0,0,0,348,3.86,287,101549
20120830:2100,13.96,84.85,0,0,0,342.4,4.9,306,101599
20120830:2200,13.62,88.45,0,0,0,365,5.59,311,101659
20120830:2300,13.38,89.5,0,0,0,361.8,5.86,314,101719
20120831:0000,13.32,88,0,0,0,351.8,5.79,314,101739
20120831:0100,13.29,86.55,0,0,0,343.65,5.52,313,101779
20120831:0200,13.32,84.4,0,0,0,350.4,5.52,313,101809
20120831:0300,13.29,86.35,0,0,0,349.4,5.45,314,101819
20120831:0400,13.36,86.2,0,0,0,346.4,5.86,319,101859
20120831:0500,13.32,85.4,0,0,0,360.8,6.76,328,101909
20120831:0600,13.18,86.9,71,32.66,65,362.2,6.76,331,101978
20120831:0700,13.41,82.9,168,64.47,146,350.6,5.93,338,102028
20120831:0800,14.15,80.45,315,188.33,224,355.2,5.31,338,102098
20120831:0900,15.17,72.75,327,78.34,280,328.8,6.34,339,102188
20120831:1000,15.88,67.8,396,98.02,329,327.2,6.76,340,102238
20120831:1100,16.34,63.2,594,390,310,324.8,7.03,342,102268
20120831:1200,16.23,62.2,636,491.13,277,329.8,6.9,341,102298
20120831:1300,16.17,58.8,364,60.73,322,338.4,6.97,342,102348
20120831:1400,15.84,57.75,433,236.59,288,322.2,6.83,344,102408
20120831:1500,15.29,59.55,93,0,93,326,6.55,345,102448
20120831:1600,13.44,61.8,233,196.74,162,317.25,4.48,347,102488
20120831:1700,13.52,64.28,55,0,55,320.01,4.35,347,102517
20120831:1800,13.6,66.76,19,117.73,14,322.78,4.21,346,102508
20120831:1900,13.68,69.25,0,0,0,325.54,4.07,346,102537
20120831:2000,13.76,71.73,0,0,0,328.31,3.93,343,102567
20120831:2100,13.84,74.22,0,0,0,331.08,3.79,340,102577
20120831:2200,13.92,76.7,0,0,0,333.84,3.65,337,102567
20120831:2300,14,79.18,0,0,0,336.61,3.51,331,102567
20070901:0000,14.08,81.67,0,0,0,339.37,3.37,266,101809
20070901:0100,14.16,84.15,0,0,0,342.14,3.24,268,101819
20070901:0200,14.24,86.63,0,0,0,344.91,3.1,269,101799
20070901:0300,14.32,89.12,0,0,0,347.67,2.96,271,101789
20070901:0400,14.4,91.6,0,0,0,350.44,2.82,272,101779
20070901:0500,14.48,94.09,0,0,0,353.2,2.68,273,101769
20070901:0600,14.56,96.57,132,386.48,61,355.97,2.54,275,101809
20070901:0700,14.64,99.05,290,559.75,99,358.73,2.4,279,101839
20070901:0800,16.04,86.05,237,51.74,212,349.8,3.79,288,101869
20070901:0900,16.53,82.35,259,20,247,331.6,4.21,300,101899
20070901:1000,17.54,73.4,462,187.27,334,347.4,4.9,307,101939
20070901:1100,18.06,67.2,406,76.9,350,351,4.55,305,101939
20070901:1200,18.45,62.7,504,198.37,359,352.4,4.55,303,101929
20070901:1300,18.18,63.95,596,475.68,267,373.4,4.48,302,101949
20070901:1400,18.17,63.65,401,169.69,297,363.8,4.07,301,101919
20070901:1500,18.18,62.3,459,643.92,137,349.8,4,299,101909
20070901:1600,17.74,64.3,289,435.06,132,352.6,3.45,303,101889
20070901:1700,17.25,67.1,153,405.28,70,337.6,2.41,302,101859
20070901:1800,16.65,70.9,10,0,10,339.2,1.45,291,101859
20070901:1900,16.05,77.8,0,0,0,346.4,1.24,255,101879
20070901:2000,15.75,79.4,0,0,0,366.8,1.59,224,101919
20070901:2100,15.59,80.2,0,0,0,364.8,1.93,218,101919
20070901:2200,15.64,81.65,0,0,0,366.8,2.28,223,101899
20070901:2300,15.76,84.1,0,0,0,375.8,2.41,228,101859
20070902:0000,15.69,87.25,0,0,0,373.6,2.41,231,101819
20070902:0100,15.53,89.85,0,0,0,371.65,2.41,232,101799
20070902:0200,15.44,91.4,0,0,0,374,2.41,231,101759
20070902:0300,15.33,92.4,0,0,0,374.6,2.41,229,101729
20070902:0400,15.18,93.55,0,0,0,370.8,2.34,228,101679
20070902:0500,15.05,94.55,0,0,0,368.8,2.41,225,101649
20070902:0600,15.24,93.45,94,122.35,72,373.2,2.62,225,101689
20070902:0700,15.82,90.45,161,56.31,142,365.4,3.17,232,101689
20070902:0800,16.46,89.4,251,70.92,217,369.2,3.59,240,101689
20070902:0900,17.38,83,329,80.53,281,367.4,3.79,249,101699
20070902:1000,17.9,80.8,171,0,171,359.6,4.21,257,101669
20070902:1100,18.53,71.2,682,646.39,214,358.6,4.28,262,101629
20070902:1200,19.24,61.5,620,452.82,291,361.6,4.41,262,101599
20070902:1300,19.25,58.15,308,23.29,292,373.6,4.41,262,101559
20070902:1400,18.91,58.9,141,0,141,384,4,262,101529
20070902:1500,19.09,58.95,424,509.27,172,385.2,3.93,258,101499
20070902:1600,18.84,62.35,119,5.63,117,373,3.45,246,101439
20070902:1700,18.59,65.2,85,45.2,76,354,3.38,248,101439
20070902:1800,17.82,69,10,0,10,350,3.52,244,101419
20070902:1900,17.51,73.75,0,0,0,375.6,3.79,242,101399
20070902:2000,17.18,75.55,0,0,0,379.4,4.14,240,101409
20070902:2100,16.86,77.55,0,0,0,382.8,4.34,239,101360
20070902:2200,16.61,79.75,0,0,0,381.6,4.34,239,101320
20070902:2300,16.57,81.15,0,0,0,383.6,4.34,239,101260
20070903:0000,16.57,82.15,0,0,0,380.8,4.34,242,101170
20070903:0100,16.56,82.7,0,0,0,376.45,4.34,246,101120
20070903:0200,16.49,83.05,0,0,0,372.2,4.41,251,101080
20070903:0300,16.06,86,0,0,0,363.8,4.41,255,101010
20070903:0400,15.84,88.8,0,0,0,383,4.55,266,101000
20070903:0500,15.55,92.6,0,0,0,384.8,4.41,291,101030
20070903:0600,15.23,93,20,0,20,380,4,308,101090
20070903:0700,14.13,90.45,228,257.82,142,362.4,3.93,320,101150
20070903:0800,15,89.95,451,742.3,98,343.4,3.24,317,101240
20070903:0900,15.85,81.05,468,364.76,252,342.8,3.24,325,101310
20070903:1000,16.45,73.7,438,158.41,331,322.6,3.45,333,101340
20070903:1100,16.16,74,446,125.04,356,358.4,3.66,337,101409
20070903:1200,16.04,74.5,327,23.54,310,350.6,4.28,340,101459
20070903:1300,16.17,72.4,423,128.99,335,327.4,4.76,346,101509
20070903:1400,16.46,66.95,375,137.67,292,335.2,4.62,346,101569
20070903:1500,15.71,66,482,823.25,79,342.8,4.9,343,101619
20070903:1600,15,69.95,306,597.42,97,324.2,4.9,347,101639
20070903:1700,15.07,68.9,77,31.03,71,336.4,4.55,349,101699
20070903:1800,14.45,69.15,0,0,0,322.6,4,350,101769
20070903:1900,13.78,69.2,0,0,0,315.4,3.93,346,101879
20070903:2000,13.09,73.5,0,0,0,307.2,3.59,348,101949
20070903:2100,12.5,77.25,0,0,0,306,3.1,352,102008
20070903:2200,11.96,80.45,0,0,0,304.2,2.62,347,102048
20070903:2300,11.87,80.9,0,0,0,319.2,2.41,336,102088
20070904:0000,11.36,83.1,0,0,0,300.2,2.28,321,102088
20070904:0100,11.45,80.3,0,0,0,318.05,2.62,320,102108
20070904:0200,11.16,79.25,0,0,0,297.8,2.9,322,102128
20070904:0300,11.21,78.1,0,0,0,304,3.31,330,102158
20070904:0400,11.32,77.9,0,0,0,313.8,3.66,337,102158
20070904:0500,11.27,78.8,0,0,0,313.8,3.38,341,102188
20070904:0600,11.22,80.2,86,98.87,69,299.6,3.1,340,102238
20070904:0700,12.09,73.75,241,330.62,132,320.6,3.66,342,102268
20070904:0800,12.84,71.55,256,84.8,216,319.8,4.21,346,102338
20070904:0900,13.54,71.05,573,765.02,123,323.8,4.76,351,102388
20070904:1000,14.23,70.65,235,2.98,233,326.8,4.62,352,102428
20070904:1100,14.84,68.65,691,705.81,186,324,4.9,350,102428
20070904:1200,15.34,64.6,138,0,138,316.6,5.17,350,102448
20070904:1300,15.24,63.1,332,39.86,305,314.2,5.24,348,102478
20070904:1400,15.32,61,117,0,117,325.6,5.31,350,102517
20070904:1500,15.07,60.25,162,4.13,160,335.4,5.1,350,102547
20070904:1600,14.94,60.65,297,569.38,101,341.2,4.55,352,102587
20070904:1700,14.68,61.1,116,213.28,76,331,3.86,355,102597
20070904:1800,14.03,63.6,0,0,0,322.4,2.9,354,102637
20070904:1900,12.9,71.5,0,0,0,315.2,2.28,346,102687
20070904:2000,12.46,73.65,0,0,0,323,1.86,337,102727
20070904:2100,11.54,78.05,0,0,0,295.8,1.86,326,102757
20070904:2200,10.9,82.1,0,0,0,311,1.72,316,102797
20070904:2300,10.59,84.85,0,0,0,323.6,1.52,307,102797
20070905:0000,9.85,87.55,0,0,0,300.8,1.52,298,102787
20070905:0100,9.97,87.55,0,0,0,322.65,1.38,284,102797
20070905:0200,9.69,89.1,0,0,0,317.4,1.45,278,102807
20070905:0300,9.78,89.6,0,0,0,328.4,1.45,272,102807
20070905:0400,9.16,90.95,0,0,0,304.8,1.52,258,102787
20070905:0500,9.03,91.75,0,0,0,316.8,1.59,245,102797
20070905:0600,9.52,91.95,126,464.36,48,316.6,1.52,247,102807
20070905:0700,11.79,89.2,221,254.77,138,345.2,1.86,229,102787
20070905:0800,12.99,83.35,317,218.06,215,360.6,2.07,229,102807
20070905:0900,13.81,78.75,153,0,153,364,2.14,228,102847
20070905:1000,13.93,78.3,125,0,125,369.6,2.48,225,102837
20070905:1100,14.53,75.9,124,0,124,368.8,2.9,231,102807
20070905:1200,15.99,71.8,155,0,155,368.8,2.97,243,102787
20070905:1300,16.95,69.25,214,1.49,213,373,3.03,264,102767
20070905:1400,17.2,70.55,134,0,134,382.2,2.21,274,102707
20070905:1500,17.08,74.55,136,0,136,384,1.59,283,102717
20070905:1600,16.61,80.6,61,0,61,385.2,1.79,295,102687
20070905:1700,16.38,84.65,82,60.54,71,369.4,1.72,310,102657
20070905:1800,16.12,87.35,0,0,0,383.2,1.59,307,102677
20070905:1900,15.39,91.25,0,0,0,377.4,1.52,304,102687
20070905:2000,15.21,93.3,0,0,0,375.8,1.45,299,102687
20070905:2100,15.17,94.45,0,0,0,381.6,1.45,289,102697
20070905:2200,15.01,95.7,0,0,0,376.8,1.59,285,102697
20070905:2300,14.84,96.5,0,0,0,371.4,1.72,293,102697
20070906:0000,14.94,96.55,0,0,0,375.4,1.93,306,102677
20070906:0100,15,96.75,0,0,0,373.25,2.14,317,102657
20070906:0200,14.94,97.2,0,0,0,365.4,2.21,327,102637
20070906:0300,14.9,97.4,0,0,0,364,2.14,337,102627
